ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-22,490.37607369369414,438.7651060194365,525.9316549607594,490.37607369369414,490.37607369369414,-9.394098930843663,-9.394098930843663,-9.394098930843663,-9.394098930843663,-9.394098930843663,-9.394098930843663,0.0,0.0,0.0,480.9819747628505
2021-01-25,492.39621578828877,440.5343930639027,526.3808172482773,492.39621578828877,492.39621578828877,-9.221470808249329,-9.221470808249329,-9.221470808249329,-9.221470808249329,-9.221470808249329,-9.221470808249329,0.0,0.0,0.0,483.17474498003946
2021-01-26,493.0695964864869,436.8502875083363,522.7038054412678,493.0695964864869,493.0695964864869,-10.175177444037809,-10.175177444037809,-10.175177444037809,-10.175177444037809,-10.175177444037809,-10.175177444037809,0.0,0.0,0.0,482.8944190424491
2021-01-27,493.74297718468506,443.7164429444922,532.8980857461221,493.74297718468506,493.74297718468506,-9.4130891317678,-9.4130891317678,-9.4130891317678,-9.4130891317678,-9.4130891317678,-9.4130891317678,0.0,0.0,0.0,484.3298880529173
2021-01-28,494.4163578828833,445.12638954940553,528.3899252217776,494.4163578828833,494.4163578828833,-9.2762274000626,-9.2762274000626,-9.2762274000626,-9.2762274000626,-9.2762274000626,-9.2762274000626,0.0,0.0,0.0,485.14013048282067
2021-01-29,495.08973858108146,444.2859852676593,530.0780602490183,495.08973858108146,495.08973858108146,-9.394098930906338,-9.394098930906338,-9.394098930906338,-9.394098930906338,-9.394098930906338,-9.394098930906338,0.0,0.0,0.0,485.6956396501751
2021-02-01,497.1098806756761,444.9409362266778,534.9611281255894,497.1098806756761,497.1098806756761,-9.221470808312372,-9.221470808312372,-9.221470808312372,-9.221470808312372,-9.221470808312372,-9.221470808312372,0.0,0.0,0.0,487.88840986736375
2021-02-02,497.78326137387427,445.29911334717684,532.313774553175,497.78326137387427,497.78326137387427,-10.1751774440574,-10.1751774440574,-10.1751774440574,-10.1751774440574,-10.1751774440574,-10.1751774440574,0.0,0.0,0.0,487.60808392981687
2021-02-03,498.45664207207244,447.3879763213069,534.3517000096266,498.45664207207244,498.45664207207244,-9.413089131732836,-9.413089131732836,-9.413089131732836,-9.413089131732836,-9.413089131732836,-9.413089131732836,0.0,0.0,0.0,489.0435529403396
2021-02-04,499.1300227702707,449.3543550353532,536.2376798927281,499.1300227702707,499.1300227702707,-9.276227399993255,-9.276227399993255,-9.276227399993255,-9.276227399993255,-9.276227399993255,-9.276227399993255,0.0,0.0,0.0,489.85379537027745
2021-02-05,499.8034034684689,450.2423112343617,535.2949293679446,499.8034034684689,499.8034034684689,-9.394098930794472,-9.394098930794472,-9.394098930794472,-9.394098930794472,-9.394098930794472,-9.394098930794472,0.0,0.0,0.0,490.4093045376744
2021-02-08,501.8235455630635,449.76013034254566,536.3397327560244,501.8235455630635,501.8235455630635,-9.221470808333848,-9.221470808333848,-9.221470808333848,-9.221470808333848,-9.221470808333848,-9.221470808333848,0.0,0.0,0.0,492.60207475472964
2021-02-09,502.4969262612617,448.79867019923864,533.621007079113,502.4969262612617,502.4969262612617,-10.175177443995015,-10.175177443995015,-10.175177443995015,-10.175177443995015,-10.175177443995015,-10.175177443995015,0.0,0.0,0.0,492.32174881726667
2021-02-10,503.17030695945994,450.3158886180188,535.7688047993742,503.17030695945994,503.17030695945994,-9.413089131801188,-9.413089131801188,-9.413089131801188,-9.413089131801188,-9.413089131801188,-9.413089131801188,0.0,0.0,0.0,493.75721782765874
2021-02-11,503.8436876576581,450.20553323561575,535.0552874861613,503.8436876576581,503.8436876576581,-9.276227400029677,-9.276227400029677,-9.276227400029677,-9.276227400029677,-9.276227400029677,-9.276227400029677,0.0,0.0,0.0,494.56746025762845
2021-02-15,506.5372104504509,452.1334303052664,541.9169849793709,506.5372104504509,506.5372104504509,-9.22147080839689,-9.22147080839689,-9.22147080839689,-9.22147080839689,-9.22147080839689,-9.22147080839689,0.0,0.0,0.0,497.31573964205404
2021-02-16,507.2105911486491,455.6452541313446,539.2324898182196,507.2105911486491,507.2105911486491,-10.175177444093435,-10.175177444093435,-10.175177444093435,-10.175177444093435,-10.175177444093435,-10.175177444093435,0.0,0.0,0.0,497.03541370455565
2021-02-17,507.88397184684726,455.9520490385161,541.6422521222917,507.88397184684726,507.88397184684726,-9.413089131662911,-9.413089131662911,-9.413089131662911,-9.413089131662911,-9.413089131662911,-9.413089131662911,0.0,0.0,0.0,498.47088271518436
2021-02-18,508.55735254504555,457.874602737465,542.7863170096388,508.55735254504555,508.55735254504555,-9.276227399998108,-9.276227399998108,-9.276227399998108,-9.276227399998108,-9.276227399998108,-9.276227399998108,0.0,0.0,0.0,499.28112514504744
2021-02-19,509.2307332432437,455.35553737932815,540.3671656946842,509.2307332432437,509.2307332432437,-9.394098930832548,-9.394098930832548,-9.394098930832548,-9.394098930832548,-9.394098930832548,-9.394098930832548,0.0,0.0,0.0,499.83663431241115
2021-02-20,509.9041139414419,463.82367971275426,549.1314976640729,509.9041139414419,509.9041139414419,-2.017876276342158,-2.017876276342158,-2.017876276342158,-2.017876276342158,-2.017876276342158,-2.017876276342158,0.0,0.0,0.0,507.8862376650997
2021-02-22,511.25087533783824,459.6387978645158,544.9607885494004,511.25087533783824,511.25087533783824,-9.221470808418369,-9.221470808418369,-9.221470808418369,-9.221470808418369,-9.221470808418369,-9.221470808418369,0.0,0.0,0.0,502.0294045294199
2021-02-23,511.9242560360365,458.7789413622813,544.9349399901323,511.9242560360365,511.9242560360365,-10.17517744403262,-10.17517744403262,-10.17517744403262,-10.17517744403262,-10.17517744403262,-10.17517744403262,0.0,0.0,0.0,501.7490785920039
2021-02-24,512.5976367342347,459.1036926360188,547.2848511240197,512.5976367342347,512.5976367342347,-9.413089131731263,-9.413089131731263,-9.413089131731263,-9.413089131731263,-9.413089131731263,-9.413089131731263,0.0,0.0,0.0,503.1845476025034
2021-02-25,513.2710174324328,462.30842133497174,549.5801352137656,513.2710174324328,513.2710174324328,-9.27622740003453,-9.27622740003453,-9.27622740003453,-9.27622740003453,-9.27622740003453,-9.27622740003453,0.0,0.0,0.0,503.99479003239827
2021-02-26,513.944398130631,458.5332844744298,548.3953723579381,513.944398130631,513.944398130631,-9.39409893089522,-9.39409893089522,-9.39409893089522,-9.39409893089522,-9.39409893089522,-9.39409893089522,0.0,0.0,0.0,504.55029919973583
2021-03-01,515.9645402252256,464.79932556651005,552.2707370773587,515.9645402252256,515.9645402252256,-9.22147080826945,-9.22147080826945,-9.22147080826945,-9.22147080826945,-9.22147080826945,-9.22147080826945,0.0,0.0,0.0,506.7430694169562
2021-03-02,516.6379209234238,464.3497992000115,549.784250986459,516.6379209234238,516.6379209234238,-10.175177444131041,-10.175177444131041,-10.175177444131041,-10.175177444131041,-10.175177444131041,-10.175177444131041,0.0,0.0,0.0,506.4627434792928
2021-03-03,517.3113016216221,460.8962334912971,551.5900592118368,517.3113016216221,517.3113016216221,-9.413089131799616,-9.413089131799616,-9.413089131799616,-9.413089131799616,-9.413089131799616,-9.413089131799616,0.0,0.0,0.0,507.89821248982247
2021-03-04,517.9846823198202,465.18435415526955,553.5217082132477,517.9846823198202,517.9846823198202,-9.276227399965185,-9.276227399965185,-9.276227399965185,-9.276227399965185,-9.276227399965185,-9.276227399965185,0.0,0.0,0.0,508.708454919855
2021-03-05,518.6580630180184,467.2093903200574,551.9101253060568,518.6580630180184,518.6580630180184,-9.394098930809406,-9.394098930809406,-9.394098930809406,-9.394098930809406,-9.394098930809406,-9.394098930809406,0.0,0.0,0.0,509.26396408720905
2021-03-08,520.678205112613,469.2436811699345,557.5549303265068,520.678205112613,520.678205112613,-9.221470808290928,-9.221470808290928,-9.221470808290928,-9.221470808290928,-9.221470808290928,-9.221470808290928,0.0,0.0,0.0,511.4567343043221
2021-03-09,521.3515858108112,466.3763856792565,555.4185043245989,521.3515858108112,521.3515858108112,-10.175177444068655,-10.175177444068655,-10.175177444068655,-10.175177444068655,-10.175177444068655,-10.175177444068655,0.0,0.0,0.0,511.1764083667426
2021-03-10,522.0249665090095,469.3550643091963,556.4222267436484,522.0249665090095,522.0249665090095,-9.413089131764654,-9.413089131764654,-9.413089131764654,-9.413089131764654,-9.413089131764654,-9.413089131764654,0.0,0.0,0.0,512.6118773772448
2021-03-11,522.6983472072077,469.00909987811946,558.6296168092863,522.6983472072077,522.6983472072077,-9.276227400107373,-9.276227400107373,-9.276227400107373,-9.276227400107373,-9.276227400107373,-9.276227400107373,0.0,0.0,0.0,513.4221198071003
2021-03-12,523.3717279054058,470.797223258706,557.4500766715968,523.3717279054058,523.3717279054058,-9.39409893078481,-9.39409893078481,-9.39409893078481,-9.39409893078481,-9.39409893078481,-9.39409893078481,0.0,0.0,0.0,513.977628974621
2021-03-15,525.3918700000005,470.82974391124515,561.2114382103008,525.3918700000005,525.3918700000005,-9.221470808353965,-9.221470808353965,-9.221470808353965,-9.221470808353965,-9.221470808353965,-9.221470808353965,0.0,0.0,0.0,516.1703991916465
2021-03-16,526.0652506981987,472.5074132623683,559.591677624873,526.0652506981987,526.0652506981987,-10.17517744408667,-10.17517744408667,-10.17517744408667,-10.17517744408667,-10.17517744408667,-10.17517744408667,0.0,0.0,0.0,515.890073254112
2021-03-17,526.7386313963968,472.39219901976105,559.691059584328,526.7386313963968,526.7386313963968,-9.413089131896033,-9.413089131896033,-9.413089131896033,-9.413089131896033,-9.413089131896033,-9.413089131896033,0.0,0.0,0.0,517.3255422645008
2021-03-18,527.4120120945951,477.46552997837716,564.875874124823,527.4120120945951,527.4120120945951,-9.276227400038032,-9.276227400038032,-9.276227400038032,-9.276227400038032,-9.276227400038032,-9.276227400038032,0.0,0.0,0.0,518.1357846945571
2021-03-19,528.0853927927932,475.90046574358564,563.0755303825671,528.0853927927932,528.0853927927932,-9.394098930760215,-9.394098930760215,-9.394098930760215,-9.394098930760215,-9.394098930760215,-9.394098930760215,0.0,0.0,0.0,518.6912938620329
2021-03-22,530.1055348873879,479.7763418312276,564.5760923417793,530.1055348873879,530.1055348873879,-9.221470808163485,-9.221470808163485,-9.221470808163485,-9.221470808163485,-9.221470808163485,-9.221470808163485,0.0,0.0,0.0,520.8840640792243
2021-03-23,530.7789155855863,474.1051521388254,565.3918955008404,530.7789155855863,530.7789155855863,-10.175177444104692,-10.175177444104692,-10.175177444104692,-10.175177444104692,-10.175177444104692,-10.175177444104692,0.0,0.0,0.0,520.6037381414816
2021-03-24,531.0337149024032,477.88174197014644,564.2427348046483,531.0337149024032,531.0337149024032,-9.413089131757753,-9.413089131757753,-9.413089131757753,-9.413089131757753,-9.413089131757753,-9.413089131757753,0.0,0.0,0.0,521.6206257706455
2021-03-25,531.2885142192199,477.8124822399965,564.1007021448017,531.2885142192199,531.2885142192199,-9.276227399968686,-9.276227399968686,-9.276227399968686,-9.276227399968686,-9.276227399968686,-9.276227399968686,0.0,0.0,0.0,522.0122868192512
2021-03-26,531.5433135360367,477.9298995245434,566.4264936167722,531.5433135360367,531.5433135360367,-9.394098930822889,-9.394098930822889,-9.394098930822889,-9.394098930822889,-9.394098930822889,-9.394098930822889,0.0,0.0,0.0,522.1492146052138
2021-03-29,532.3077114864872,483.4415776241002,567.3037629456388,532.3077114864872,532.3077114864872,-9.221470808226524,-9.221470808226524,-9.221470808226524,-9.221470808226524,-9.221470808226524,-9.221470808226524,0.0,0.0,0.0,523.0862406782607
2021-03-30,532.5625108033041,478.35565871111567,563.3059664284766,532.5625108033041,532.5625108033041,-10.17517744412271,-10.17517744412271,-10.17517744412271,-10.17517744412271,-10.17517744412271,-10.17517744412271,0.0,0.0,0.0,522.3873333591814
2021-03-31,532.8173101201209,478.84531491068964,567.9317673215116,532.8173101201209,532.8173101201209,-9.413089131826107,-9.413089131826107,-9.413089131826107,-9.413089131826107,-9.413089131826107,-9.413089131826107,0.0,0.0,0.0,523.4042209882947
2021-04-01,533.0721094369377,483.48101362802566,568.0505185564117,533.0721094369377,533.0721094369377,-9.276227400005109,-9.276227400005109,-9.276227400005109,-9.276227400005109,-9.276227400005109,-9.276227400005109,0.0,0.0,0.0,523.7958820369325
2021-04-05,534.091306704205,480.23834839705177,569.3639473203292,534.091306704205,534.091306704205,-9.221470808206435,-9.221470808206435,-9.221470808206435,-9.221470808206435,-9.221470808206435,-9.221470808206435,0.0,0.0,0.0,524.8698358959986
2021-04-06,534.3461060210218,480.74505113481337,568.7478045330406,534.3461060210218,534.3461060210218,-10.175177444060322,-10.175177444060322,-10.175177444060322,-10.175177444060322,-10.175177444060322,-10.175177444060322,0.0,0.0,0.0,524.1709285769615
2021-04-07,534.6009053378385,479.839844547781,568.6953799875971,534.6009053378385,534.6009053378385,-9.413089131791146,-9.413089131791146,-9.413089131791146,-9.413089131791146,-9.413089131791146,-9.413089131791146,0.0,0.0,0.0,525.1878162060474
2021-04-08,534.8557046546554,484.8262832371649,570.51938456665,534.8557046546554,534.8557046546554,-9.276227399973537,-9.276227399973537,-9.276227399973537,-9.276227399973537,-9.276227399973537,-9.276227399973537,0.0,0.0,0.0,525.5794772546818
2021-04-09,535.1105039714722,479.2010088731936,566.5544363751346,535.1105039714722,535.1105039714722,-9.394098930887015,-9.394098930887015,-9.394098930887015,-9.394098930887015,-9.394098930887015,-9.394098930887015,0.0,0.0,0.0,525.7164050405852
2021-04-12,535.8749019219226,483.7091140492162,571.3247977006048,535.8749019219226,535.8749019219226,-9.221470808269482,-9.221470808269482,-9.221470808269482,-9.221470808269482,-9.221470808269482,-9.221470808269482,0.0,0.0,0.0,526.6534311136531
2021-04-13,536.1297012387395,485.526693306912,568.4666028920107,536.1297012387395,536.1297012387395,-10.175177444079916,-10.175177444079916,-10.175177444079916,-10.175177444079916,-10.175177444079916,-10.175177444079916,0.0,0.0,0.0,525.9545237946595
2021-04-14,536.3845005555563,484.51193816987205,567.9293178259408,536.3845005555563,536.3845005555563,-9.41308913175618,-9.41308913175618,-9.41308913175618,-9.41308913175618,-9.41308913175618,-9.41308913175618,0.0,0.0,0.0,526.9714114238002
2021-04-15,536.6392998723732,484.4376201468392,568.7549092290939,536.6392998723732,536.6392998723732,-9.276227400115728,-9.276227400115728,-9.276227400115728,-9.276227400115728,-9.276227400115728,-9.276227400115728,0.0,0.0,0.0,527.3630724722574
2021-04-16,536.8940991891899,486.86974515669044,570.8757210629809,536.8940991891899,536.8940991891899,-9.39409893077515,-9.39409893077515,-9.39409893077515,-9.39409893077515,-9.39409893077515,-9.39409893077515,0.0,0.0,0.0,527.5000002584147
2021-04-19,537.6584971396404,486.79127714427744,570.5927864232315,537.6584971396404,537.6584971396404,-9.221470808332525,-9.221470808332525,-9.221470808332525,-9.221470808332525,-9.221470808332525,-9.221470808332525,0.0,0.0,0.0,528.437026331308
2021-04-20,537.9132964564571,486.8651023026159,570.0905779057309,537.9132964564571,537.9132964564571,-10.175177444017528,-10.175177444017528,-10.175177444017528,-10.175177444017528,-10.175177444017528,-10.175177444017528,0.0,0.0,0.0,527.7381190124396
2021-04-21,538.1680957732741,483.140434407507,572.6312155346315,538.1680957732741,538.1680957732741,-9.413089131721216,-9.413089131721216,-9.413089131721216,-9.413089131721216,-9.413089131721216,-9.413089131721216,0.0,0.0,0.0,528.7550066415529
2021-04-22,538.4228950900908,485.8020013138045,572.2808782952405,538.4228950900908,538.4228950900908,-9.276227400046384,-9.276227400046384,-9.276227400046384,-9.276227400046384,-9.276227400046384,-9.276227400046384,0.0,0.0,0.0,529.1466676900444
2021-04-23,538.6776944069077,486.68135298489466,572.0769915942177,538.6776944069077,538.6776944069077,-9.39409893083782,-9.39409893083782,-9.39409893083782,-9.39409893083782,-9.39409893083782,-9.39409893083782,0.0,0.0,0.0,529.2835954760699
2021-04-26,539.4420923573581,487.2282856435688,574.5435400119763,539.4420923573581,539.4420923573581,-9.221470808312437,-9.221470808312437,-9.221470808312437,-9.221470808312437,-9.221470808312437,-9.221470808312437,0.0,0.0,0.0,530.2206215490456
2021-04-27,539.6968916741749,484.4393560722934,571.9682738020543,539.6968916741749,539.6968916741749,-10.175177444115947,-10.175177444115947,-10.175177444115947,-10.175177444115947,-10.175177444115947,-10.175177444115947,0.0,0.0,0.0,529.5217142300589
2021-04-28,539.9516909909918,487.6150506964987,573.6436351689531,539.9516909909918,539.9516909909918,-9.413089131789572,-9.413089131789572,-9.413089131789572,-9.413089131789572,-9.413089131789572,-9.413089131789572,0.0,0.0,0.0,530.5386018592022
2021-04-29,540.2064903078086,487.8139159576277,574.787310651337,540.2064903078086,540.2064903078086,-9.276227400014813,-9.276227400014813,-9.276227400014813,-9.276227400014813,-9.276227400014813,-9.276227400014813,0.0,0.0,0.0,530.9302629077938
2021-04-30,540.4612896246254,489.3223143839584,572.3743896103598,540.4612896246254,540.4612896246254,-9.394098930900494,-9.394098930900494,-9.394098930900494,-9.394098930900494,-9.394098930900494,-9.394098930900494,0.0,0.0,0.0,531.0671906937249
2021-05-03,541.2256875750758,484.9478130155058,572.5018994711023,541.2256875750758,541.2256875750758,-9.22147080837548,-9.22147080837548,-9.22147080837548,-9.22147080837548,-9.22147080837548,-9.22147080837548,0.0,0.0,0.0,532.0042167667003
2021-05-04,541.4804868918927,488.4968430413438,574.9450487333488,541.4804868918927,541.4804868918927,-10.175177444053563,-10.175177444053563,-10.175177444053563,-10.175177444053563,-10.175177444053563,-10.175177444053563,0.0,0.0,0.0,531.3053094478391
2021-05-05,541.7352862087095,490.38239753942986,579.1261935734619,541.7352862087095,541.7352862087095,-9.41308913171432,-9.41308913171432,-9.41308913171432,-9.41308913171432,-9.41308913171432,-9.41308913171432,0.0,0.0,0.0,532.3221970769952
2021-05-06,541.9900855255263,491.34822056495943,577.4039393923457,541.9900855255263,541.9900855255263,-9.276227399945467,-9.276227399945467,-9.276227399945467,-9.276227399945467,-9.276227399945467,-9.276227399945467,0.0,0.0,0.0,532.7138581255808
2021-05-07,542.2448848423431,489.9164033612685,578.9002154972759,542.2448848423431,542.2448848423431,-9.39409893078863,-9.39409893078863,-9.39409893078863,-9.39409893078863,-9.39409893078863,-9.39409893078863,0.0,0.0,0.0,532.8507859115546
2021-05-10,543.0092827927936,493.8473055148226,575.0039574638796,543.0092827927936,543.0092827927936,-9.22147080822656,-9.22147080822656,-9.22147080822656,-9.22147080822656,-9.22147080822656,-9.22147080822656,0.0,0.0,0.0,533.787811984567
2021-05-11,543.2640821096104,490.5512745406779,575.5162178123519,543.2640821096104,543.2640821096104,-10.175177443991174,-10.175177443991174,-10.175177443991174,-10.175177443991174,-10.175177443991174,-10.175177443991174,0.0,0.0,0.0,533.0889046656192
2021-05-12,543.5188814264271,489.6091920183851,576.0822614122628,543.5188814264271,543.5188814264271,-9.413089131782671,-9.413089131782671,-9.413089131782671,-9.413089131782671,-9.413089131782671,-9.413089131782671,0.0,0.0,0.0,534.1057922946444
2021-05-13,543.773680743244,491.65626966173824,579.7174570316491,543.773680743244,543.773680743244,-9.276227399981892,-9.276227399981892,-9.276227399981892,-9.276227399981892,-9.276227399981892,-9.276227399981892,0.0,0.0,0.0,534.4974533432621
2021-05-14,544.0284800600608,491.7804264602967,579.4995112465001,544.0284800600608,544.0284800600608,-9.394098930851303,-9.394098930851303,-9.394098930851303,-9.394098930851303,-9.394098930851303,-9.394098930851303,0.0,0.0,0.0,534.6343811292095
2021-05-17,544.7928780105112,491.615108996327,579.5171200395946,544.7928780105112,544.7928780105112,-9.221470808289602,-9.221470808289602,-9.221470808289602,-9.221470808289602,-9.221470808289602,-9.221470808289602,0.0,0.0,0.0,535.5714072022216
2021-05-18,545.0476773273281,489.403246210041,577.0830622877677,545.0476773273281,545.0476773273281,-10.1751774440896,-10.1751774440896,-10.1751774440896,-10.1751774440896,-10.1751774440896,-10.1751774440896,0.0,0.0,0.0,534.8724998832384
2021-05-19,545.3024766441449,491.5145961847642,579.0368302088035,545.3024766441449,545.3024766441449,-9.413089131644394,-9.413089131644394,-9.413089131644394,-9.413089131644394,-9.413089131644394,-9.413089131644394,0.0,0.0,0.0,535.8893875125005
2021-05-20,545.5572759609618,491.0073187882061,580.7719856269813,545.5572759609618,545.5572759609618,-9.276227400018314,-9.276227400018314,-9.276227400018314,-9.276227400018314,-9.276227400018314,-9.276227400018314,0.0,0.0,0.0,536.2810485609434
2021-05-21,545.8120752777785,493.56260555685407,581.0299992668071,545.8120752777785,545.8120752777785,-9.394098930852758,-9.394098930852758,-9.394098930852758,-9.394098930852758,-9.394098930852758,-9.394098930852758,0.0,0.0,0.0,536.4179763469257
2021-05-24,546.576473228229,493.6845885258137,580.3801409872827,546.576473228229,546.576473228229,-9.221470808311084,-9.221470808311084,-9.221470808311084,-9.221470808311084,-9.221470808311084,-9.221470808311084,0.0,0.0,0.0,537.3550024199179
2021-05-25,546.8312725450457,494.825912033644,582.5371613615238,546.8312725450457,546.8312725450457,-10.175177444027213,-10.175177444027213,-10.175177444027213,-10.175177444027213,-10.175177444027213,-10.175177444027213,0.0,0.0,0.0,536.6560951010185
2021-05-26,547.0860718618621,494.0025554349158,582.4504720359031,547.0860718618621,547.0860718618621,-9.413089131775779,-9.413089131775779,-9.413089131775779,-9.413089131775779,-9.413089131775779,-9.413089131775779,0.0,0.0,0.0,537.6729827300863
2021-05-27,547.4715301801805,494.9658013553256,580.254705686129,547.4715301801805,547.4715301801805,-9.276227400054735,-9.276227400054735,-9.276227400054735,-9.276227400054735,-9.276227400054735,-9.276227400054735,0.0,0.0,0.0,538.1953027801258
2021-05-28,547.8569884984988,496.02413309736755,581.7027493935751,547.8569884984988,547.8569884984988,-9.394098930915433,-9.394098930915433,-9.394098930915433,-9.394098930915433,-9.394098930915433,-9.394098930915433,0.0,0.0,0.0,538.4628895675834
2021-05-31,549.0133634534537,496.53040162547876,583.2779865982782,549.0133634534537,549.0133634534537,-9.221470808332553,-9.221470808332553,-9.221470808332553,-9.221470808332553,-9.221470808332553,-9.221470808332553,0.0,0.0,0.0,539.7918926451212
2021-06-01,549.3988217717721,496.2966948014375,584.0283792790639,549.3988217717721,549.3988217717721,-10.175177444127206,-10.175177444127206,-10.175177444127206,-10.175177444127206,-10.175177444127206,-10.175177444127206,0.0,0.0,0.0,539.2236443276448
2021-06-02,549.7842800900904,495.92821864248145,588.1122393365871,549.7842800900904,549.7842800900904,-9.413089131740813,-9.413089131740813,-9.413089131740813,-9.413089131740813,-9.413089131740813,-9.413089131740813,0.0,0.0,0.0,540.3711909583496
2021-06-03,550.1697384084088,495.83937398889015,582.7925660751027,550.1697384084088,550.1697384084088,-9.27622739998539,-9.27622739998539,-9.27622739998539,-9.27622739998539,-9.27622739998539,-9.27622739998539,0.0,0.0,0.0,540.8935110084234
2021-06-04,550.5551967267271,498.3924233266988,584.2990603750173,550.5551967267271,550.5551967267271,-9.394098930890836,-9.394098930890836,-9.394098930890836,-9.394098930890836,-9.394098930890836,-9.394098930890836,0.0,0.0,0.0,541.1610977958362
2021-06-07,551.711571681682,497.757126921857,584.2424694424658,551.711571681682,551.711571681682,-9.221470808354034,-9.221470808354034,-9.221470808354034,-9.221470808354034,-9.221470808354034,-9.221470808354034,0.0,0.0,0.0,542.490100873328
2021-06-08,552.0970300000002,499.11637700920824,584.8801088226303,552.0970300000002,552.0970300000002,-10.17517744406482,-10.17517744406482,-10.17517744406482,-10.17517744406482,-10.17517744406482,-10.17517744406482,0.0,0.0,0.0,541.9218525559354
2021-06-09,552.4824883183186,502.2482055406203,586.2798522895729,552.4824883183186,552.4824883183186,-9.413089131809164,-9.413089131809164,-9.413089131809164,-9.413089131809164,-9.413089131809164,-9.413089131809164,0.0,0.0,0.0,543.0693991865094
2021-06-10,552.8679466366369,497.8871534362411,582.8544758297874,552.8679466366369,552.8679466366369,-9.276227400127581,-9.276227400127581,-9.276227400127581,-9.276227400127581,-9.276227400127581,-9.276227400127581,0.0,0.0,0.0,543.5917192365093
2021-06-11,553.2534049549552,500.1072679328586,588.4655199555388,553.2534049549552,553.2534049549552,-9.394098930866239,-9.394098930866239,-9.394098930866239,-9.394098930866239,-9.394098930866239,-9.394098930866239,0.0,0.0,0.0,543.8593060240889
2021-06-14,554.4097799099102,503.45289929117337,592.2913240580517,554.4097799099102,554.4097799099102,-9.221470808417077,-9.221470808417077,-9.221470808417077,-9.221470808417077,-9.221470808417077,-9.221470808417077,0.0,0.0,0.0,545.1883091014931
2021-06-15,554.7952382282285,498.38385751377757,587.8950807362517,554.7952382282285,554.7952382282285,-10.175177444082836,-10.175177444082836,-10.175177444082836,-10.175177444082836,-10.175177444082836,-10.175177444082836,0.0,0.0,0.0,544.6200607841457
2021-06-16,555.1806965465469,502.8949122038749,591.1711550493553,555.1806965465469,555.1806965465469,-9.413089131877518,-9.413089131877518,-9.413089131877518,-9.413089131877518,-9.413089131877518,-9.413089131877518,0.0,0.0,0.0,545.7676074146693
2021-06-17,555.5661548648651,502.8313449990676,591.2458545669307,555.5661548648651,555.5661548648651,-9.276227399990244,-9.276227399990244,-9.276227399990244,-9.276227399990244,-9.276227399990244,-9.276227399990244,0.0,0.0,0.0,546.2899274648748
2021-06-18,555.9516131831834,502.5502078493389,586.8689412566297,555.9516131831834,555.9516131831834,-9.394098930780427,-9.394098930780427,-9.394098930780427,-9.394098930780427,-9.394098930780427,-9.394098930780427,0.0,0.0,0.0,546.557514252403
2021-06-21,557.1079881381385,504.77714910786136,591.7375898625785,557.1079881381385,557.1079881381385,-9.22147080839699,-9.22147080839699,-9.22147080839699,-9.22147080839699,-9.22147080839699,-9.22147080839699,0.0,0.0,0.0,547.8865173297414
2021-06-22,557.4934464564568,503.32800552609496,591.6051035038976,557.4934464564568,557.4934464564568,-10.175177444102424,-10.175177444102424,-10.175177444102424,-10.175177444102424,-10.175177444102424,-10.175177444102424,0.0,0.0,0.0,547.3182690123543
2021-06-23,557.878904774775,505.0753318566266,591.9332425392671,557.878904774775,557.878904774775,-9.41308913173924,-9.41308913173924,-9.41308913173924,-9.41308913173924,-9.41308913173924,-9.41308913173924,0.0,0.0,0.0,548.4658156430359
2021-06-24,558.2643630930934,502.53071497701126,595.6407498789315,558.2643630930934,558.2643630930934,-9.276227400026665,-9.276227400026665,-9.276227400026665,-9.276227400026665,-9.276227400026665,-9.276227400026665,0.0,0.0,0.0,548.9881356930667
2021-06-25,558.6498214114117,508.15010394199305,593.5736750910966,558.6498214114117,558.6498214114117,-9.394098930843098,-9.394098930843098,-9.394098930843098,-9.394098930843098,-9.394098930843098,-9.394098930843098,0.0,0.0,0.0,549.2557224805686
2021-06-28,559.8061963663666,507.75664499921857,592.2489325757102,559.8061963663666,559.8061963663666,-9.22147080828964,-9.22147080828964,-9.22147080828964,-9.22147080828964,-9.22147080828964,-9.22147080828964,0.0,0.0,0.0,550.584725558077
2021-06-29,560.191654684685,506.5183403850834,592.287486848675,560.191654684685,560.191654684685,-10.175177444120443,-10.175177444120443,-10.175177444120443,-10.175177444120443,-10.175177444120443,-10.175177444120443,0.0,0.0,0.0,550.0164772405645
2021-06-30,560.5771130030032,507.86729629405977,596.4298922382553,560.5771130030032,560.5771130030032,-9.41308913180759,-9.41308913180759,-9.41308913180759,-9.41308913180759,-9.41308913180759,-9.41308913180759,0.0,0.0,0.0,551.1640238711956
2021-07-01,560.9625713213217,505.1960854545144,595.4321839066683,560.9625713213217,560.9625713213217,-9.276227399957321,-9.276227399957321,-9.276227399957321,-9.276227399957321,-9.276227399957321,-9.276227399957321,0.0,0.0,0.0,551.6863439213644
2021-07-02,561.34802963964,509.7733131615054,597.2412480092046,561.34802963964,561.34802963964,-9.394098930818503,-9.394098930818503,-9.394098930818503,-9.394098930818503,-9.394098930818503,-9.394098930818503,0.0,0.0,0.0,551.9539307088215
